,Unnamed: 0,Total_Never entered primary,Total_Dropped out of primary,Total_Still attending primary,Total_Did not transition to lower secondary,Total_Dropped out of lower secondary,Total_Still attending lower secondary,Total_Did not transition to upper secondary,Total_Transitioned to upper secondary,Total_population_agerange,Total_Never entered primary_pop,Total_Dropped out of primary_pop,Total_Still attending primary_pop,Total_Did not transition to lower secondary_pop,Total_Dropped out of lower secondary_pop,Total_Still attending lower secondary_pop,Total_Did not transition to upper secondary_pop,Total_Transitioned to upper secondary_pop,primary_dur,lower secondary_dur,upper secondary_dur,GDP,Year,primary_return_rate,secondary_return_rate,increasemental_rate_of_salaries_Never_entered_primary,increasemental_rate_of_Dropped_out_of_primary,increasemental_rate_of_Still_in_primary,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary,increasemental_rate_of_salaries_Still_in_lower_secondary,increasemental_rate_of_Did_not_transition_to_upper_secondary,year_before_work_primary_full,year_before_work_primary_half,year_before_work_LS_full,year_before_work_LS_half,year_before_work_US_full,increasemental_rate_of_salaries_Never_entered_primary_longterm,increasemental_rate_of_salaries_Dropped_out_of_primary_longterm,increasemental_rate_of_salaries_Still_attending_primary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary_longterm,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary_longterm,increasemental_rate_of_salaries_Still_attending_lower_secondary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_upper_secondary_longterm,Total_Never entered primary_return_in_money,Total_Dropped out of primary_return_in_money,Total_Still attending primary_return_in_money,Total_Did not transition to lower secondary_return_in_money,Total_Dropped out of lower secondary_return_in_money,Total_Still attending lower secondary_return_in_money,Total_Did not transition to upper secondary_return_in_money,all_return,GDP_total,%return per GDP,Economy,Income group,Code,benefit_poverty,benefit_revenue,HLO,HLO_average,total_pop,HLO_weighted_average,LAYS,benefit_lives,benefit_early_marriage
23,23,2.4,10.0,2.5,1.0,7.9,36.7,1.0,38.5,343.1,8234.400000000001,34310.0,8577.5,3431.0000000000005,27104.9,125917.70000000004,3431.0000000000005,132093.5,6.0,4.0,3.0,1846.131297,,10.0,10.0,345.22712143931034,259.3742460100002,259.3742460100002,194.8717100000001,161.05100000000007,161.05100000000007,133.10000000000005,13.0,10.0,7.0,5.0,3.0,13.872862717185765,14.904227909976346,14.904227909976346,16.276974981580615,17.436179011744077,17.436179011744077,18.838815888241864,105446128.13675085,472022597.28622526,118005649.32155631,51549802.19824608,436246260.9489454,2026612376.813456,59663250.31444749,3269546065.019627,,,Congo,Lower middle income,COG,222351.71844401685,471141587.9693283,370.614074707031,387.4265555245537,5518092.0,387.2059768006016,795467.142356915,12329.740706532184,21176.74370411662
24,24,0.200326721,0.495768115,0.201855928,3.059070043,5.532161587,39.97111838,0.388449745,50.15124948,142.732,285.93033541772,707.6197459018001,288.11300315295995,4366.2718537747605,7896.16487635684,57051.57668614159,554.4420900334001,71581.88140779358,6.0,3.0,2.0,12140.85415,2009.0,4.188499927520752,4.856133460998535,162.13915578027397,143.36018464799787,143.36018464799787,126.7561955864608,118.05338305633592,118.05338305633592,109.94808724390737,11.0,8.0,5.0,3.5,2.0,9.883294656692788,12.21229899676555,12.21229899676555,15.145552471615051,16.02069941580512,16.02069941580512,18.66448175823321,17154624.785916332,52458590.59033167,21358932.05875788,401434911.0614493,767921675.8895617,5548407748.189958,62819051.38377398,6871555533.959748,61846895120.7808,11.11059095293351,Costa Rica,Upper middle income,CRI,367515.8494927676,1061655329.9967812,428.555694580078,413.0976530930093,5094114.0,414.28287809164107,166585.33435119706,2582.0726824435537,5716.472034584583
25,25,0.279056701,0.140238224,0.014636671,1.097698231,2.019052949,5.459703073,12.42304518,78.58727067,378.572,1056.4305341097202,530.9026493612799,55.41033813812,4155.578147061321,7643.569130088281,20668.907117517563,47030.1705988296,297509.4023208324,6.0,3.0,3.0,9477.852873,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,71012289.90872179,38541090.93838213,4022535.739230272,331412691.05399776,613445792.2957361,1658813296.0924888,4198654347.5418167,6915902043.570374,107352000000.0,6.442266602923443,Cuba,Upper middle income,CUB,369887.6625518402,1068506865.7316228,,413.0976530930093,11326616.0,414.28287809164107,198463.2370418418,3076.1801741485483,6810.380690841813
26,26,29.243734,13.89978184,2.717805245,5.93556349,5.319423063,24.88652535,1.863336936,16.13383007,1747.294,510974.00955796,242870.0541034096,47488.04797757031,103711.7447269606,92945.96001441524,434840.764249029,32557.97448251184,281905.4447833058,6.0,4.0,3.0,,2008.0,12.591800689697266,12.106266975402832,453.3669194977196,317.63586477114615,317.63586477114615,222.5405918470885,177.07182208050313,177.07182208050313,140.89308343555376,13.0,10.0,7.0,5.0,3.0,17.242398175579893,17.32049578131432,17.32049578131432,17.80430256954544,18.506245480407102,18.506245480407102,19.468641988817176,,,,,,,,0.0,,,C̫te d'Ivoire,Lower middle income,CIV,0.0,0.0,373.230529785156,387.4265555245537,26378275.0,387.2059768006016,7749381.309553368,120115.4102980772,206302.2507399192
27,27,5.834717033,8.943697425,16.64686476,4.66986701,3.041875239,23.96144263,1.053948346,35.84758756,8049.578,469670.0986506208,719929.9003093665,1340002.363410713,375904.5874662178,244858.1200259914,1928795.0144271017,84838.39419097989,2885579.521760497,6.0,2.0,4.0,543.9503925,,10.0,10.0,313.84283767210025,235.7947691000002,235.7947691000002,177.1561000000001,161.05100000000004,161.05100000000004,146.41000000000005,12.0,9.0,6.0,5.0,4.0,14.184453409871738,15.318955121941382,15.318955121941382,16.828976900706074,17.436179011744077,17.436179011744077,18.10410133388589,1811902465.070297,2999498532.8007245,5582953453.208094,1720539465.714656,1161168186.7220852,9146747550.0636,417732928.1917727,22840542581.77124,,,Democratic Republic of the Congo,Low income,COD,1104991.6932170033,2756853489.619788,310.197143554688,355.40796770368314,89561404.0,350.4277624474908,20291642.682309154,314520.4615757919,286710.4710508683
28,28,1.0,3.9,8.1,1.8,2.2,18.6,2.0,62.3,771.288,7712.88,30080.232,62474.328,13883.184,16968.336,143459.56800000003,15425.76,480512.424,6.0,2.0,4.0,7268.19691,2012.0,9.171299934387209,4.589166641235352,221.6006883814508,170.31216132178128,170.31216132178128,130.89414345214837,125.15076623676052,125.15076623676052,119.65939710185869,12.0,9.0,6.0,5.0,4.0,11.022855938716914,12.33163899277472,12.33163899277472,14.019941133045664,15.038322261686409,15.038322261686409,16.138695605179695,308963655.6629832,1348027254.4932408,2799748913.1782694,707346092.4927677,927332181.7003522,7840172081.648434,904714788.8950552,14836304968.071102,78844702329.0785,18.8171234462247,Dominican Republic,Upper middle income,DOM,793499.6954805021,2292209117.566985,345.216522216797,413.0976530930093,10847904.0,414.28287809164107,1193572.72230074,18500.37719566147,40958.13785078338
29,29,3.3,5.5,0.3,2.6,6.1,6.1,4.6,71.5,5275.602,174094.866,290158.11000000004,15826.806,137165.652,321811.72199999995,321811.72199999995,242677.692,3772055.43,6.0,3.0,3.0,3569.206841,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,4406971990.994648,7932417767.882358,432677332.79358304,4119502849.2062464,9726209218.1589,9726209218.1589,8158779175.754468,44502767552.94911,,,Egypt,Lower middle income,EGY,3026495.6186979027,6412848804.379968,355.986511230469,387.4265555245537,102334403.0,387.2059768006016,5534266.593413763,85781.13219791332,147331.97513567802
30,30,0.3,7.4,15.6,3.8,4.8,42.9,0.5,24.7,52.267,156.80100000000002,3867.7580000000007,8153.652000000001,1986.146,2508.8160000000003,22422.543,261.33500000000004,12909.949,7.0,3.0,2.0,3424.282212,,10.0,10.0,313.8428376721004,224.8214910766528,224.8214910766528,161.05100000000007,139.59645769144723,139.59645769144723,121.0,12.0,8.5,5.0,3.5,2.0,14.184453409871749,14.818354251859972,14.818354251859972,17.436179011744077,17.603500463804483,17.603500463804483,19.64700189803345,3808035.491257689,98129326.96826532,206867229.82499173,59292811.41874421,75614903.27418378,675808198.0130175,8790901.60222525,1128311406.5926857,3972728948.47088,28.40141930717365,Eswatini,Lower middle income,SWZ,76732.97002296966,162589673.69000602,440.304504394531,387.4265555245537,1160164.0,387.2059768006016,120198.7152840334,1863.0800869025177,3199.902612686379
31,31,12.08390197,20.58255365,12.89644674,3.964378397,9.339765013,25.26253573,6.052724954,9.817693543,5161.231,623678.0944852507,1062313.1395754316,665615.4070433694,204610.72678326708,482046.84717811,1303857.8254828362,312395.1166705837,506713.8426263143,6.0,4.0,2.0,936.3404611,2014.0,13.409934043884276,8.821516036987305,353.3419641711474,242.23780652432225,242.23780652432225,166.0690233818157,140.23586181367114,140.23586181367114,118.42122352588288,12.0,9.0,6.0,4.0,2.0,15.538285030367936,15.61288644617468,15.61288644617468,16.155767267925906,17.6504784152758,17.6504784152758,19.41774748046973,4536985268.870521,7764965833.345638,4865308261.089446,1547603777.6520782,3983359678.925815,10774335978.928629,2839925061.283844,36312483860.09597,107645054311.876,33.733536661042656,Ethiopia,Low income,ETH,1756744.3015782742,4382916801.913584,348.199035644531,355.40796770368314,114963583.0,350.4277624474908,17268846.876874417,267667.12659155345,243999.92154851736
32,32,1.5,5.6,11.6,1.8,4.4,62.4,0.4,12.2,119.009,1785.135,6664.503999999999,13805.043999999998,2142.1620000000003,5236.396000000001,74261.61600000001,476.036,14519.098,5.0,4.0,3.0,6881.715192,2005.0,5.72796630859375,10.590950012207031,267.2923409267619,232.5475766250513,232.5475766250513,202.3192105193976,165.42378138394523,165.42378138394523,135.25669350483972,12.0,9.5,7.0,5.0,3.0,12.58893624203856,13.79165292994359,13.79165292994359,16.68807843952013,17.72824684136239,17.72824684136239,19.013116840043853,77326223.11523154,316264795.3766203,655119933.280142,123005729.98086992,319422108.169612,4529986261.314497,31142954.66267549,6052268005.899649,15316826191.5682,39.51385182676668,Gabon,Upper middle income,GAB,323697.36467287893,935075406.9114956,456.127685546875,413.0976530930093,2225728.0,414.28287809164107,401405.4544267269,6221.784543614267,13774.460181005794
33,33,0.23239629,0.060044835,0.0,0.024619424,0.865297061,4.424182647,8.059706559,86.33375318,131.519,305.6452766451,78.97036654365,0.0,32.37922025056,1138.03004165659,5818.64077550793,10600.04546933121,113545.28884480422,6.0,3.0,3.0,4266.690795,2013.0,3.260506629943848,7.170163154602051,183.6744974772254,166.81922751565818,166.81922751565818,151.51071624612192,136.56283167881332,136.56283167881332,123.0896893513514,12.0,9.0,6.0,4.5,3.0,9.722936648290212,12.172291375885614,12.172291375885614,15.271783785332612,15.800559586735432,15.800559586735432,18.02979658625132,6339811.130152641,2050678.928160868,0.0,1054914.6606400786,38360774.76595672,196135040.43211028,407717854.7130035,651659074.6300241,15846489610.8073,4.112324499841232,Georgia,Upper middle income,GEO,34853.103814517905,100681327.03033872,399.766296386719,413.0976530930093,3714000.0,414.28287809164107,43135.07400875285,668.5936471356691,1480.2049966831312
34,34,3.124487162,5.078461321,12.39622511,2.42793924,3.520602611,52.35746947,3.63645979,17.45835529,1917.41,59909.2292929042,97374.9252149861,237686.45988165092,46553.54978168401,67504.3865235751,1003907.355364727,69725.843659439,334748.25016598904,6.0,3.0,4.0,2205.529016,2012.0,2.717116594314575,8.806391716003418,212.04975548128792,195.6632743404397,195.6632743404397,180.54308451678693,159.07401602997015,159.07401602997015,140.15791656395663,13.0,10.0,7.0,5.5,4.0,9.723179946290378,12.261960544766346,12.261960544766346,15.486032105064243,15.731028944849209,15.731028944849209,17.644751664334972,642369387.1698971,1316709083.4003346,3214009356.4793167,795015759.283245,1171040472.38811,17415403712.314877,1356725876.4643354,25911273647.50012,68532281805.6722,37.808858781286816,Ghana,Lower middle income,GHA,1762145.6030962006,3733814532.6047673,307.275787353516,387.4265555245537,31072945.0,387.2059768006016,6330505.951533278,98122.84224876581,168529.27659060305
35,35,36.45937821,10.51295471,5.211449702,3.851929109,3.648125058,24.39502066,0.734434411,15.18670814,884.589,322515.6491140569,92996.44093964192,46099.910804424784,34073.741186012005,32270.912969311623,215795.6693060874,6496.72601192079,134339.94966854458,6.0,4.0,3.0,1194.037865,1994.0,19.46576690673828,6.294070243835449,445.6809947732214,261.39284080265287,261.39284080265287,153.30745089915234,135.68917049636067,135.68917049636067,120.09560449936512,13.0,10.0,7.0,5.0,3.0,17.00291191469603,14.987944529020746,14.987944529020746,13.98261990251103,15.742205806160532,15.742205806160532,17.787818837300897,3273875808.527589,832140211.0264698,412505996.1164917,284443802.6848931,303294784.04949284,2028132919.054557,68993051.33401641,7203386572.7935095,15681050917.1563,45.93688656997115,Guinea,Low income,GIN,348489.19623828254,869448759.3361766,408.249084472656,355.40796770368314,13132792.0,350.4277624474908,3818048.6124508195,59179.75349298771,53947.06250791897
36,36,11.42182603,12.17003791,38.74718527,2.943049449,4.082701206,24.29962437,0.111476788,6.224098974,128.067,14627.589941840102,15585.8024501997,49622.357759730905,3769.0751378508303,5228.59295348802,31119.7999419279,142.76497808796,7971.01683303258,6.0,3.0,3.0,727.5201717,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,75474531.52666728,86850706.33916177,276516838.6688999,23073185.271832086,32210680.79391081,191713134.14847192,978341.1673881826,686817417.916332,1431758242.90375,47.97020875000496,Guinea-Bissau,Low income,GNB,33227.2116057343,82898862.34250127,,355.40796770368314,1967998.0,350.4277624474908,511632.63882744394,7930.305901825381,7229.105951639105
37,37,0.9,1.2,0.6,0.9,7.7,5.7,7.4,75.6,29.302,263.718,351.624,175.81199999999998,263.718,2256.254,1670.2140000000002,2168.3480000000004,22152.311999999994,6.0,3.0,2.0,6955.939217,,10.0,10.0,285.3116706110003,214.35888100000017,214.35888100000017,161.05100000000007,139.59645769144723,139.59645769144723,121.0,11.0,8.0,5.0,3.5,2.0,14.527203171826317,15.77515505510292,15.77515505510292,17.436179011744077,17.603500463804483,17.603500463804483,19.64700189803345,13324397.079564689,19292030.035856143,9646015.017928071,15992518.997284906,138137886.78209773,102257916.18934508,148166851.90599456,446817616.0080712,5471256594.72422,8.166636096704456,Guyana,Upper middle income,GUY,23897.435581214268,69033321.673247,346.365905761719,413.0976530930093,786559.0,414.28287809164107,16901.66429065592,261.9757965051668,579.990379295818
38,38,2.026869839,7.52809657,26.82256531,2.064833539,1.577665228,37.46682152,0.565226645,21.94792135,921.408,18675.740846133125,69364.4840437056,247145.2625715648,19025.54141502912,14536.73362401024,345222.29083100165,5208.0435251616,202229.903152608,6.0,3.0,4.0,1272.367992,2012.0,13.559033393859863,8.57683277130127,381.4962785946792,260.5105071244671,260.5105071244671,177.89354216571792,157.23688421222886,157.23688421222886,138.97883788124574,13.0,10.0,7.0,5.5,4.0,15.002975897303552,14.95135175038306,14.95135175038306,15.339776858804814,15.619477913050448,15.619477913050448,17.558123037443117,178253468.8494838,659781841.6767454,2350798953.5164247,185668746.8956155,144449514.12322056,3430426219.868125,58174871.51597904,7007553616.445594,14508218017.4032,48.30058114676625,Haiti,Lower middle income,HTI,476562.054095393,1009788476.12981,337.815307617188,387.4265555245537,11402533.0,387.2059768006016,3300524.5025049504,51158.12978882673,87865.80583531347
39,39,2.0,12.4,1.7,22.9,4.7,13.1,3.6,39.5,415.945,8318.9,51577.18,7071.0650000000005,95251.40499999998,19549.415,54488.795000000006,14974.02,164298.27500000002,6.0,3.0,2.0,2389.012431,2011.0,12.121334075927734,10.651333808898926,329.5435426913283,233.80190017118784,233.80190017118784,165.87589026090936,142.51096691926168,142.51096691926168,122.4371767368838,11.0,8.0,5.0,3.5,2.0,16.19485417072345,16.7508445002019,16.7508445002019,17.75844420245867,17.817633698652486,17.817633698652486,19.774767572591667,160927905.6581339,1032007169.0076408,141484853.81556365,2020527284.5154376,416075559.8661027,1159699964.7331798,353702565.9024207,5284425303.49848,23662231633.9139,22.33274268148308,Honduras,Lower middle income,HND,359377.42544541234,761485686.234131,399.750793457031,387.4265555245537,9904608.0,387.2059768006016,789919.6482843076,12243.754548406767,21029.059590065553
40,40,4.4,2.5,1.3,2.6,3.1,11.9,3.9,70.3,101375.691,4460530.404000001,2534392.2750000004,1317883.9830000002,2635767.9660000005,3142646.421000001,12063707.229000002,3953651.949,71267110.77299999,5.0,3.0,4.0,1927.707823,2009.0,5.767566680908203,5.976767063140869,198.7180112290151,172.72529762152635,172.72529762152635,150.1324829789196,137.61274791921937,137.61274791921937,126.13704918566916,12.0,9.5,7.0,5.5,4.0,10.238552724028835,11.310660231490957,11.310660231490957,13.807361063997998,14.427896214609156,14.427896214609156,16.614618131582688,44018606422.02745,27629498797.07241,14367339374.477655,35077535389.153595,43702848538.84867,167762547616.8707,63314038010.58184,395872414149.0324,2660245248867.63,14.881049569303464,India,Lower middle income,IND,26922058.848585296,57045214878.87557,399.0,387.4265555245537,1380004385.0,387.2059768006016,123919564.82272533,1920753.2547522425,3298958.215170467
41,41,0.8,3.1,0.1,8.0,5.7,4.3,9.3,68.6,14035.824,112286.59200000002,435110.544,14035.824000000002,1122865.92,800041.9680000001,603540.432,1305331.6320000002,9628575.264,6.0,3.0,3.0,3869.588427,2010.0,12.72499942779541,10.034116744995115,364.1544493748775,254.2288865466365,254.2288865466365,177.48602788100786,153.77053576787625,153.77053576787625,133.22388219872886,12.0,9.0,6.0,4.5,3.0,15.908882703339524,16.159919436646124,16.159919436646124,16.84901019128989,16.94990055412503,16.94990055412503,18.84882787422936,3456227810.604953,13604217880.058718,438845738.0664104,36604718690.94751,26237031931.710503,19792848650.237747,47603621204.30701,147737511905.93286,1058423838345.14,13.95825628199403,Indonesia,Lower middle income,IDN,10047171.380266322,21288975465.644928,394.915100097656,387.4265555245537,273523621.0,387.2059768006016,13319330.188921962,206449.61792829042,354584.1515032021
42,42,4.908527203,14.88281453,1.820452872,8.11244046,9.606018934,25.63202374,1.209188411,33.82853386,2532.631,124314.88158661092,376926.77445928426,46105.35377666231,205458.18194650265,243285.0133883535,649164.5791665993,30624.28054539341,856751.9353838565,6.0,3.0,3.0,4145.862936,2006.0,7.686399936676025,1.162616729736328,167.14195475095008,133.84523115337913,133.84523115337913,107.18162252676213,105.33925568675302,105.33925568675302,103.52855766732294,12.0,9.0,6.0,4.5,3.0,9.156284139896748,10.668017882231576,10.668017882231576,12.580111856652929,13.71506724851662,13.71506724851662,16.448893289979047,2359539903.491522,8335385063.681812,1019577019.3748062,5357878832.2246,6916688902.964715,18456005071.51636,1044209216.706738,43489284009.96056,166756984395.973,26.079437792358384,Iraq,Upper middle income,IRQ,2325965.5077753044,6719094379.538907,363.432495117188,413.0976530930093,40222503.0,414.28287809164107,6781309.006943984,105110.28960763176,232704.53816988884
43,43,0.6,0.1,0.1,0.1,1.3,16.8,3.7,77.3,93.406,560.436,93.406,93.406,93.406,1214.2780000000002,15692.208000000002,3456.022000000001,72202.838,6.0,3.0,2.0,4664.530242,2002.0,9.286799430847168,1.234066367149353,181.1505488223747,138.78308331268553,138.78308331268553,106.32451482474798,104.38627177488016,104.38627177488016,102.483361932284,11.0,8.0,5.0,3.5,2.0,10.60007120504932,11.98261093120882,11.98261093120882,13.780874905652723,15.016556858356282,15.016556858356282,18.0008642362162,13855197.625814982,2610382.504570113,2610382.504570113,3002129.9162515784,42527162.72360476,549581795.1973538,145093438.2788102,759280488.7509756,13812425036.5864,5.497083146078917,Jamaica,Upper middle income,JAM,40609.089520927846,117308835.51202571,387.132995605469,413.0976530930093,2961161.0,414.28287809164107,47299.03757386403,733.1350823948925,1623.093813190862
44,44,1.355486567,1.955031715,0.466872438,1.649786193,7.056153032,8.375706294,4.240015228,74.90094853,420.013,5693.21979465371,8211.38735712295,1960.92493301694,6929.316482805089,29636.760034294155,35179.05527661822,17808.615159579636,314593.72094930883,6.0,4.0,2.0,4282.765825,2002.0,10.340332984924316,4.238316059112549,231.51016396403972,172.3325014057929,172.3325014057929,128.28158613973704,118.061839994607,118.061839994607,108.65626534839444,12.0,9.0,6.0,4.0,2.0,11.362502978419617,12.423806893903684,12.423806893903684,13.861306101515275,16.02132075936842,16.02132075936842,18.54963819609266,138524405.0498564,218456798.5887,52168697.50615852,205678494.3266669,1016771517.5514911,1206915377.3302062,707391643.4578946,3545906933.810973,43697659295.7747,8.114638154437351,Jordan,Upper middle income,JOR,189648.034213132,547842621.2737954,429.954071044922,413.0976530930093,10203140.0,414.28287809164107,316337.3798296135,4903.229387359009,10855.30003185873
45,45,0.157539566,0.0,0.0,0.0,0.0,0.0,0.0,99.84246043,447.082,704.3310424641201,0.0,0.0,0.0,0.0,0.0,0.0,446377.6689396526,4.0,5.0,2.0,9122.23343,,10.0,10.0,285.3116706110002,235.7947691000001,235.7947691000001,194.8717100000001,153.55610346059194,153.55610346059194,121.0,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.64700189803345,46669164.48608176,0.0,0.0,0.0,0.0,0.0,0.0,46669164.48608176,171082379532.988,0.0272787674648183,Kazakhstan,Upper middle income,KAZ,2496.0371121873704,7210385.913099632,416.154632568359,413.0976530930093,18754440.0,414.28287809164107,4938.023392945442,76.53936259065435,169.45112690644396
46,46,2.2,2.9,13.3,1.7,2.1,32.4,4.7,40.7,4999.11,109980.42,144974.19,664881.63,84984.87,104981.31,1619711.64,234958.17,2034637.77,6.0,2.0,4.0,1878.580703,2005.0,17.550132751464844,15.862601280212402,638.2611234508663,392.94251506336377,392.94251506336377,241.9132459603863,208.79321134463552,208.79321134463552,180.2075985154792,12.0,9.0,6.0,5.0,4.0,25.303882432310004,22.48803424243864,22.48803424243864,20.761044473900345,20.624987878293457,20.624987878293457,20.58726008704616,2613980817.2359247,3062259890.975503,14044157431.02558,1657260099.902984,2033787393.3519688,31378434068.858948,4543483585.382564,59333363286.73347,101013726529.063,58.73792139493285,Kenya,Lower middle income,KEN,4035078.578343605,8549937649.618293,454.958404541016,387.4265555245537,53771300.0,387.2059768006016,11128701.317761263,172494.87042529957,296265.7324444879
47,47,1.168022408,2.620713075,0.207148179,5.074869665,8.265644838,9.994878666,8.705849001,63.96287417,8.16,95.3106284928,213.85018692,16.903291406399997,414.109364664,674.4766187808,815.5820991456,710.3972784816001,5219.370532272,6.0,3.0,4.0,1653.540297,,10.0,10.0,345.2271214393104,259.3742460100002,259.3742460100002,194.8717100000001,168.91171380665116,168.91171380665116,146.41000000000005,13.0,10.0,7.0,5.5,4.0,13.872862717185765,14.904227909976346,14.904227909976346,16.276974981580615,16.328376030624668,16.328376030624668,18.10410133388589,1093181.3389593095,2635141.282284697,208288.6231385708,5572801.00233253,9105308.816987108,11010206.538739515,10633177.12599679,40258104.72843852,197508774.344505,20.38294494107804,Kiribati,Lower middle income,KIR,2737.829224502383,5801192.891367991,411.484497070313,387.4265555245537,119446.0,387.2059768006016,10414.202935662408,161.42014550276733,277.2445204936309
48,48,0.449410302,0.19385447,0.0,0.0,0.425818863,2.526327457,12.36189111,84.04269779,199.191,895.18487465682,386.1406573377,0.0,0.0,848.1928513983299,5032.21692487287,24623.774520920106,167405.4901548789,4.0,5.0,2.0,,,10.0,10.0,285.3116706110002,235.7947691000001,235.7947691000001,194.8717100000001,153.55610346059194,153.55610346059194,121.0,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.64700189803345,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,53036.31305950452,,1411.9205544362821
49,48,0.449410302,0.19385447,0.0,0.0,0.425818863,2.526327457,12.36189111,84.04269779,199.191,895.18487465682,386.1406573377,0.0,0.0,848.1928513983299,5032.21692487287,24623.774520920106,167405.4901548789,4.0,5.0,2.0,,,10.0,10.0,285.3116706110002,235.7947691000001,235.7947691000001,194.8717100000001,153.55610346059194,153.55610346059194,121.0,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.64700189803345,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,53036.31305950452,,1411.9205544362821
