,Unnamed: 0,Total_Never entered primary,Total_Dropped out of primary,Total_Still attending primary,Total_Did not transition to lower secondary,Total_Dropped out of lower secondary,Total_Still attending lower secondary,Total_Did not transition to upper secondary,Total_Transitioned to upper secondary,Total_population_agerange,Total_Never entered primary_pop,Total_Dropped out of primary_pop,Total_Still attending primary_pop,Total_Did not transition to lower secondary_pop,Total_Dropped out of lower secondary_pop,Total_Still attending lower secondary_pop,Total_Did not transition to upper secondary_pop,Total_Transitioned to upper secondary_pop,primary_dur,lower secondary_dur,upper secondary_dur,GDP,Year,primary_return_rate,secondary_return_rate,increasemental_rate_of_salaries_Never_entered_primary,increasemental_rate_of_Dropped_out_of_primary,increasemental_rate_of_Still_in_primary,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary,increasemental_rate_of_salaries_Still_in_lower_secondary,increasemental_rate_of_Did_not_transition_to_upper_secondary,year_before_work_primary_full,year_before_work_primary_half,year_before_work_LS_full,year_before_work_LS_half,year_before_work_US_full,increasemental_rate_of_salaries_Never_entered_primary_longterm,increasemental_rate_of_salaries_Dropped_out_of_primary_longterm,increasemental_rate_of_salaries_Still_attending_primary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary_longterm,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary_longterm,increasemental_rate_of_salaries_Still_attending_lower_secondary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_upper_secondary_longterm,Total_Never entered primary_return_in_money,Total_Dropped out of primary_return_in_money,Total_Still attending primary_return_in_money,Total_Did not transition to lower secondary_return_in_money,Total_Dropped out of lower secondary_return_in_money,Total_Still attending lower secondary_return_in_money,Total_Did not transition to upper secondary_return_in_money,all_return,GDP_total,%return per GDP,Economy,Income group,Code,benefit_poverty,benefit_revenue,HLO,HLO_average,total_pop,HLO_weighted_average,LAYS,benefit_lives,benefit_early_marriage
77,73,30.11806548,12.31683196,6.953802129,2.413710287,5.220220957,30.66190631,0.797440294,11.51802259,1022.681,308011.7332315188,125961.9002568476,71115.2131508785,24684.556500194467,53386.20788525718,313573.4900701711,8155.270373082141,117792.62860363787,6.0,4.0,3.0,1471.830962,2011.0,9.835599899291992,6.451167583465576,271.9642148428689,205.249630503778,205.249630503778,154.90056604056207,136.69484795432064,136.69484795432064,120.62887783355085,13.0,10.0,7.0,5.0,3.0,11.590058735728457,12.659532821218855,12.659532821218855,14.070560164055628,15.809377248465166,15.809377248465166,17.830917242109276,2627125600.2855444,1173504668.9589016,662533944.7594323,255602239.8891442,621114653.1735116,3648228582.707165,107013849.60578582,9095123539.379484,24644234594.6566,36.9056847939254,Senegal,Lower middle income,SEN,618531.229786945,1310607302.0245838,412.453857421875,387.4265555245537,16743930.0,387.2059768006016,4769769.936732547,73931.43401935448,126979.72059349337
78,74,0.0,0.300467549,0.0,0.04626706,0.505433142,2.207655049,2.269115429,94.67106177,409.183,0.0,1229.4621310246698,0.0,189.3169441198,2068.14649342986,9033.34915914967,9284.83458584507,387377.8906823391,4.0,4.0,4.0,7720.510572,2008.0,37.65433120727539,6.167335510253906,579.5446042611508,305.8490284517453,305.8490284517453,161.4088501852818,143.20082098458806,143.20082098458806,127.04678279487511,12.0,10.0,8.0,6.0,4.0,23.291375134802404,16.83166360485099,16.83166360485099,13.11801699805958,14.767205190801803,14.767205190801803,16.681457583909737,0.0,79883709.85780793,0.0,9586800.752506722,117895067.04810676,514947711.9586006,597893996.7285749,1320207286.3455968,53335016425.4148,2.4753105461058817,Serbia,Upper middle income,SRB,70609.5002725311,203972025.7403947,457.453491210938,413.0976530930093,6908224.0,414.28287809164107,74926.22561393431,1161.3564970159819,2571.1367393005607
79,75,17.70581351,5.699131046,7.800374271,3.899201384,4.84286755,29.32748309,2.010632333,28.71449682,709.802,125676.2184102502,40452.54614712892,55367.21258304342,27676.60940765968,34374.770727251,208167.06152248185,14271.50851228066,203816.07271829643,6.0,3.0,4.0,509.376594,2011.0,5.50736665725708,4.351700305938721,185.8632003958552,158.2504887512122,158.2504887512122,134.74005148227292,126.40009902350478,126.40009902350478,118.57636135202031,13.0,10.0,7.0,5.5,4.0,8.907231262477437,10.710350518839746,10.710350518839746,12.957695891382388,13.747061806628572,13.747061806628572,16.059123392350283,285104992.30298936,110346493.15943298,151030734.19237158,91337612.9264942,120353489.02639942,728837796.574517,58371480.068350285,1545382598.250555,4063289449.58795,38.03279627069809,Sierra Leone,Low income,SLE,74763.32612482751,186527679.608842,315.875946044922,355.40796770368314,7976985.0,350.4277624474908,2251789.9317321144,34902.74394184777,31816.633189454897
80,76,0.688548953,2.14382871,2.659261302,1.611151639,1.759658752,18.53801527,2.050412372,70.549123,2925.404,20142.83861302012,62715.650835488406,77794.13649916007,47132.69449337156,51477.12751735808,542311.8402291908,59982.84554698288,2063846.86620692,7.0,2.0,3.0,5655.867654,2011.0,8.879499435424805,12.272750854492188,323.5896537075504,240.26096815115844,240.26096815115844,178.39053923863156,158.89032546270232,158.89032546270232,141.52171765046307,12.0,8.5,5.0,4.0,3.0,14.5185252974683,15.522703092803836,15.522703092803836,18.594325543057646,19.02104900994057,19.02104900994057,19.519447326593777,827013162.3222617,2753040035.5942936,3414942992.1164765,2478403086.929908,2768968480.922834,29171099182.24428,3311035402.0006685,44724502342.13073,335442101366.417,13.333002076944522,South Africa,Upper middle income,ZAF,2392029.488836513,6909935611.859198,342.763977050781,413.0976530930093,59308690.0,414.28287809164107,2693995.5994128636,41756.93179089938,92446.01612330887
81,77,47.0,8.0,28.3,1.4,0.9,8.3,0.5,5.7,761.943,358113.21,60955.44,215629.869,10667.201999999996,6857.487000000001,63241.269,3809.715,43430.751,6.0,2.0,4.0,1119.651437,,10.0,10.0,313.84283767210025,235.7947691000002,235.7947691000002,177.1561000000001,161.05100000000004,161.05100000000004,146.41000000000005,12.0,9.0,6.0,5.0,4.0,14.184453409871738,15.318955121941382,15.318955121941382,16.828976900706074,17.436179011744077,17.436179011744077,18.10410133388589,2843713192.6110525,522750504.4146395,1849229909.3667872,100498847.10671544,66937449.15048293,617312031.0544536,38612000.74078234,6039053934.444914,11997800760.2242,50.33467428852406,South Sudan,Low income,SSD,292160.5040055754,728913809.8875011,335.587432861328,355.40796770368314,11193729.0,350.4277624474908,3890482.526594688,60302.47916221766,54970.51644752301
82,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
83,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
84,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
85,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
86,78,0.738936002,0.0,0.0,0.23585281,13.21204083,4.922314454,4.281131813,76.60972409,206.864,1528.59257117728,0.0,0.0,487.8945568784,27330.9561425712,10182.496572122562,8856.12051364432,158477.9396415376,6.0,3.0,3.0,,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,,,,Lower middle income,,0.0,0.0,,387.4265555245537,,387.2059768006016,129058.35942479412,,3435.762025713381
87,79,11.61155726,10.24734731,6.684971891,3.382237073,4.757080713,19.22544284,3.976731123,40.11463179,3014.881,350074.6336358606,308945.3270532011,201543.9473970997,101970.42288883313,143420.3225709015,579624.2233490204,119893.71104841362,1209408.4120566698,6.0,3.0,3.0,595.467833,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,1478432695.735128,1409091142.282168,919236402.656228,510928636.93278456,723167720.0096484,2922636907.7119803,672478362.5088762,8635971867.836813,21329109521.8077,40.48913462142929,Sudan,Low income,SDN,417795.5555412813,1042361804.4479034,379.633666992188,355.40796770368314,43849269.0,350.4277624474908,7019608.9270724,108803.9383696222,99183.46255074003
88,80,1.799561365,5.012438343,0.989630676,2.353538863,14.89969977,43.05802194,1.231209785,30.65589925,30.421,547.44456284665,1524.8338683240302,301.05554794596,715.9700575132299,4532.6376670317,13098.6808543674,374.54632869484993,9325.8311108425,6.0,4.0,3.0,4916.605666,1999.0,3.821533441543579,9.36334991455078,234.32966264015337,209.39434558251835,209.39434558251835,187.11242728694955,156.44404024794645,156.44404024794645,130.802310054839,13.0,10.0,7.0,5.0,3.0,10.41740111675139,12.831425434118392,12.831425434118392,15.84866108671652,17.128469886183524,17.128469886183524,18.65311980139008,14019577.159016704,48098642.1021641,9496354.55660441,27894772.26580064,190855620.3452503,551545709.984336,17174828.3639927,859085504.7771649,2884248048.49068,29.7854238031546,Suriname,Upper middle income,SUR,45947.02575199361,132728710.48807198,,413.0976530930093,586634.0,414.28287809164107,76271.19584020626,1182.203535523197,2617.2901700078737
89,81,1.278392909,0.093532054,0.430147958,0.053143746,1.068811016,2.516035843,6.134907641,88.42502883,321.65,4111.9507917985,300.84585169099995,1383.570906907,170.93685900899996,3437.830632964,8092.829289009501,19732.9304272765,284419.10523169505,4.0,5.0,2.0,859.1379611,2003.0,9.203866958618164,2.068666696548462,164.134229486264,137.63317429840512,137.63317429840512,115.41097019644188,109.65185614816772,109.65185614816772,104.180127212111,11.0,9.0,7.0,4.5,2.0,9.95851387085187,10.840823823189629,10.840823823189629,11.890726894911316,14.003115459982418,14.003115459982418,18.15170745193238,17590385.387901932,1401003.5226232477,6443125.951315009,873126.2334977218,20679596.470099963,48680828.65787734,153865758.2260329,249533824.4493481,8194150301.78552,3.0452678466853884,Tajikistan,Lower middle income,TJK,16970.023842097817,35957824.10315106,390.565551757813,387.4265555245537,9537642.0,387.2059768006016,91107.53979663581,1412.166866847855,2425.4440152856555
90,82,7.6,11.3,0.6,42.8,7.5,8.0,13.2,8.9,2421.656,184045.856,273647.128,14529.936,1036468.768,181624.2,193732.48,319658.592,215527.384,6.0,3.0,3.0,1076.470385,2012.0,22.215002059936523,15.281498908996582,782.1765729539175,428.4806813626293,428.4806813626293,234.7241027785164,189.6348994615557,189.6348994615557,153.20708298852125,12.0,9.0,6.0,4.5,3.0,30.236581038185644,24.109285151479494,24.109285151479494,20.32451818224176,19.34536146216709,19.34536146216709,20.463842205146,2995234409.396134,3550972579.848365,188547216.62911668,11338316337.759472,1891135529.0390844,2017211230.9750235,3520834824.908977,25502252128.55617,62409709110.9538,40.86263578511082,Tanzania,Lower middle income,TZA,1734329.3142875512,3674874531.7249446,388.480163574219,387.4265555245537,59734213.0,387.2059768006016,8142666.056265708,126211.32387211848,216772.18700804576
91,83,0.677764871,0.662478016,0.085175017,6.504573225,2.355548198,14.45904846,11.43769008,63.81772212,2577.813,17471.510954071233,17077.44441859008,2195.6526609782104,167675.73418856927,60721.62766930975,372727.23087817983,294842.2617819504,1645101.5371132356,6.0,3.0,3.0,7186.874092,2011.0,3.2461166381835938,5.351924896240234,165.61406013782093,150.4790453411008,150.4790453411008,136.72717804228222,126.44193626015814,126.44193626015814,116.93039726362096,12.0,9.0,6.0,4.5,3.0,9.103915588402582,11.426852374297576,11.426852374297576,14.374124224734365,15.124562389717171,15.124562389717171,17.532011216698947,571569081.3833289,701228466.4154627,90157175.189676,8660872619.590935,3300169627.42211,20257412949.406536,18575115150.198498,52156525069.60655,501643653514.925,10.397126466996117,Thailand,Upper middle income,THA,2789521.1677786554,8058183123.254212,426.599975585938,413.0976530930093,69799978.0,414.28287809164107,2692339.6937387944,41731.265252951314,92389.19276298973
92,84,4.975190425,4.804067743,9.534558588,1.427717597,2.066497078,47.83660587,0.983732824,28.37162987,93.591,4656.330470661749,4496.17504135113,8923.48872809508,1336.21517620827,1934.05528027098,44770.757799791696,920.68538730984,26553.29211163169,6.0,3.0,3.0,1442.730738,2007.0,25.707799911499023,4.828932285308838,523.6731751752308,263.61714435063163,263.61714435063163,132.70490468091626,123.64177489300552,123.64177489300552,115.1976148541784,12.0,9.0,6.0,4.5,3.0,21.37638323287632,16.588211694914715,16.588211694914715,14.129890937115023,14.93753336144514,14.93753336144514,17.391970166566498,71801466.00422503,53801956.45385191,106779906.82078436,13619792.74141432,20840256.52704918,482423686.1147628,11550886.62387968,760817951.2859672,1902156800.0,39.99764642357388,Timor-Leste,Lower middle income,TLS,51740.87641749608,109633866.78030787,371.441253662109,387.4265555245537,1318442.0,387.2059768006016,236853.267932489,3671.2256529535794,6305.45334107373
93,85,4.837392492,10.12132331,5.476239372,4.566397037,8.332888306,42.52770915,1.568876714,22.56917362,535.131,25886.38681636452,54162.3386420361,29305.05451377732,24436.20612806847,44591.86852078086,227578.95525148648,8395.54564839534,120774.6444844422,6.0,4.0,3.0,914.9507925,2011.0,14.983734130859377,8.209449768066406,401.4900356540995,264.0982637819545,264.0982637819545,173.7226001611993,148.36311514982486,148.36311514982486,126.7055289095106,13.0,10.0,7.0,5.0,3.0,15.625962758457542,15.10014578195993,15.10014578195993,15.109540059699292,16.588726860524392,16.588726860524392,18.322023680706835,185048668.0172728,374150465.8908588,202437709.93258235,168908990.50257212,338404764.7012245,1727081760.813399,70370414.54628947,3066402774.404199,7574636978.66173,40.4825047463326,Togo,Low income,TGO,148348.034274738,370114814.8705868,383.717803955078,355.40796770368314,8278737.0,350.4277624474908,1470875.3324760671,22798.56765337904,20782.71168252827
94,86,0.536307789,0.361462043,0.0,1.787670049,6.26244541,5.332802842,7.091599905,78.62771196,6.881,36.90333896109,24.87220317883,0.0,123.00957607168998,430.91886866210007,366.9501635580201,487.97298946305,5410.3728599676,6.0,5.0,2.0,4624.823449,,10.0,10.0,345.22712143931034,259.3742460100002,259.3742460100002,194.8717100000001,153.55610346059194,153.55610346059194,121.0,13.0,10.0,7.0,4.5,2.0,13.872862717185765,14.904227909976346,14.904227909976346,16.27697498158061,16.935578141662667,16.935578141662667,19.64700189803345,1183850.6408503542,857213.3035364199,0.0,4629965.772187892,16875657.427676998,14370513.114130972,22169568.13809187,60086768.39647451,488829964.070819,12.291956879257398,Tonga,Upper middle income,TON,3213.6595013123942,9283405.717255311,385.956787109375,413.0976530930093,105697.0,414.28287809164107,3923.5068482548504,60.81435614795018,134.6374052848235
95,87,1.687940164,3.276014619,0.120571887,3.164128296,13.61543187,11.82290094,2.612851172,63.70016105,629.305,10622.2918490602,20616.12379809795,758.7649134853499,19912.017573142795,85682.59352950349,74402.106760467,16442.8030679546,400868.2984957025,6.0,3.0,4.0,3521.591948,2001.0,11.905033111572266,8.92140007019043,357.18254398309483,254.88329095438976,254.88329095438976,181.88316619082835,160.00099487152266,160.00099487152266,140.75144443558705,13.0,10.0,7.0,5.5,4.0,14.245382556362898,14.71797578304899,14.71797578304899,15.560004870649813,15.787315295797024,15.787315295797024,17.68835902090525,266441201.0668326,534274115.49839175,19663660.20080848,545549336.636085,2381825402.697826,2068247710.490876,512120825.0141645,6328122251.604985,41620349986.3089,15.204394613900735,Tunisia,Lower middle income,TUN,430356.0277746822,911882416.4562784,384.078735351563,387.4265555245537,11818618.0,387.2059768006016,856297.0035586145,13272.603555158525,22796.142308575116
96,88,1.1,0.7,0.0,1.8,1.6,6.0,11.9,76.9,5445.438,59899.818000000014,38118.066,0.0,98017.884,87127.008,326726.28,648007.1220000001,4187541.822,4.0,4.0,4.0,8536.43332,2010.0,6.45686674118042,5.001949787139893,189.790131984044,167.4658539004256,167.4658539004256,147.76749417591677,134.02449561992495,134.02449561992495,121.5596537408349,12.0,10.0,8.0,6.0,4.0,9.93254987543154,11.092536788397052,11.092536788397052,12.433466571092026,14.210016777502297,14.210016777502297,16.278310226146434,2539409348.032387,1804713188.3632748,0.0,5201684538.860533,5284377657.195207,19816416214.48202,45023116809.684135,79669717756.61755,719954821683.31,11.065932938728515,Turkey,Upper middle income,TUR,4261027.049183977,12308971393.397411,477.962646484375,413.0976530930093,84339067.0,414.28287809164107,4435548.1649939325,68750.99655740595,152208.39902860616
97,89,0.480625244,0.0,0.0,0.0,0.371540584,2.513502605,0.0,96.63433157,196.509,944.47186073196,0.0,0.0,0.0,730.1106862125599,4939.258834059449,0.0,189895.15862489128,4.0,6.0,2.0,7612.03518,,10.0,10.0,313.84283767210025,259.3742460100002,259.3742460100002,214.3588810000001,161.05100000000007,161.05100000000007,121.0,12.0,10.0,8.0,5.0,2.0,14.184453409871738,14.904227909976346,14.904227909976346,15.775155055102912,17.436179011744077,17.436179011744077,19.64700189803345,50988521.55349776,0.0,0.0,0.0,48451900.338550806,327781090.3105751,0.0,427221512.2026237,45231428571.4286,0.9445235883451344,Turkmenistan,Upper middle income,TKM,22849.36448563551,66005723.63530537,,413.0976530930093,6031187.0,414.28287809164107,25290.701320005875,392.005870460091,867.8650338213646
98,90,3.6,33.8,9.4,10.6,8.4,19.7,5.0,9.4,2065.283,74350.18800000001,698065.6539999999,194136.602,218919.998,173483.77200000003,406860.75099999993,103264.15,194136.602,7.0,4.0,2.0,822.0276815,2012.0,13.868733406066896,14.507800102233888,559.5538089411095,355.16171278960667,355.16171278960667,225.42933354408223,171.9254955195713,171.9254955195713,131.12036284253156,13.0,9.5,6.0,4.0,2.0,20.5510828191634,18.87679481384629,18.87679481384629,19.7601378321658,19.97876192586929,19.97876192586929,20.54670682100181,628019642.4125199,5416028893.063066,1506232887.419906,1778000390.1134655,1424570264.197243,3340956452.938771,872063772.8830525,14965872303.028025,37600368180.9399,39.80246212220446,Uganda,Low income,UGA,724026.7834000799,1806380786.9754827,397.15966796875,355.40796770368314,45741000.0,350.4277624474908,7161611.451208815,111004.97749373663,101189.8851564889
99,91,0.4,0.0,0.0,0.0,0.0,1.7,0.9,97.0,822.099,3288.396,0.0,0.0,0.0,0.0,13975.683000000005,7398.891000000001,797436.03,4.0,5.0,2.0,3726.927149,,10.0,10.0,285.3116706110002,235.7947691000001,235.7947691000001,194.8717100000001,153.55610346059194,153.55610346059194,121.0,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.64700189803345,89019885.14971887,0.0,0.0,0.0,0.0,441056245.5796383,270884293.526996,800960424.2563531,155498989149.587,0.5150904379743876,Ukraine,Lower middle income,UKR,54470.84188366675,115418397.1353405,478.17333984375,387.4265555245537,44134693.0,387.2059768006016,67826.99694702923,1051.318452678953,1805.6747464280124
100,92,1.4,1.3,0.8,4.8,10.6,34.7,4.0,42.4,145.968,2043.552,1897.584,1167.744,7006.463999999999,15472.607999999998,50650.896,5838.719999999999,61890.43199999999,6.0,3.0,3.0,15438.41167,2012.0,3.993366479873657,4.777500152587891,167.35628241204935,148.8075984122679,148.8075984122679,132.31473014384122,123.3690289983785,123.3690289983785,115.02814009790872,12.0,9.0,6.0,4.5,3.0,9.163630215378952,11.350600976575908,11.350600976575908,14.1061994568565,14.919316054315743,14.919316054315743,17.378273453863503,144552587.6564907,166261803.86667016,102314956.2256432,762924456.3791467,1781907101.7625482,5833224191.618908,783243676.4267616,9574428773.936169,53628827440.3582,17.853138378951325,Uruguay,High income,URY,222150.34318499075,1773184208.9329784,437.696624755859,437.696624755859,3473727.0,437.696624755859,275561.1946705312,4271.1985173932335,9606.960817916059
101,93,1.7,1.6,0.1,1.2,8.4,4.9,7.9,74.3,3929.13,66795.21,62866.08,3929.13,47149.56,330046.92000000004,192527.37,310401.27,2919343.59,5.0,4.0,3.0,2785.724161,2010.0,8.305800437927246,3.2646000385284424,186.603099364242,152.85848886545224,152.85848886545224,125.21612823064967,117.42412601065728,117.42412601065728,110.11700780244752,12.0,9.5,7.0,5.0,3.0,9.82331440825368,10.486729610886046,10.486729610886046,12.431973500132433,14.5222427134691,14.5222427134691,16.981362612520766,913926939.9438646,918257673.888259,57391104.61801619,816442934.9037691,6676017869.222695,3894343757.046572,7341826895.389457,20618207175.012634,271158442448.537,7.6037489332185375,Vietnam,Lower middle income,VNM,1402180.5184663446,2971083653.9193206,519.100280761719,387.4265555245537,97338583.0,387.2059768006016,3163305.55450043,49031.23609475666,84212.79449328568
102,94,10.8,15.4,5.9,6.1,5.6,23.5,1.7,31.0,1959.731,211650.94800000003,301798.574,115624.12900000002,119543.591,109744.936,460536.785,33315.427,607516.61,6.0,3.0,3.0,758.1452416,,10.0,10.0,313.8428376721004,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871749,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,1138034009.945576,1752543252.6593957,671428908.486392,762616907.9227215,704542075.5657777,2956560495.6778173,237914769.58970547,8223640419.847386,,,Yemen,Low income,YEM,397847.5694875664,992593398.6755795,321.327026367188,355.40796770368314,29825968.0,350.4277624474908,5218727.270170023,80890.27268763536,73737.93129232191
103,95,3.52488215,16.12695453,13.01099,7.777071335,4.604373915,23.70044899,5.466297669,25.78898142,1276.025,44978.3774545375,205783.9715414325,166023.48514750003,99237.37450243375,58752.96224887875,302423.6542246475,69751.32483085725,329073.850164555,7.0,2.0,3.0,985.132436,2012.0,13.316266059875488,12.06586742401123,424.0456117688786,273.772410135205,273.772410135205,176.7529965434244,157.72241861535204,157.72241861535204,140.7408180928053,12.0,8.5,5.0,4.0,3.0,17.961650868712177,17.05149485213071,17.05149485213071,18.48495041109874,18.93524119405256,18.93524119405256,19.45633611683865,397937308.48553467,1728377587.1608272,1394429646.3998065,903562458.8662512,547980661.8159935,2820663126.547227,668464185.8916878,8461414975.167327,18110631358.3114,46.7207067923901,Zambia,Lower middle income,ZMB,575434.6697620543,1219289897.9216118,358.140441894531,387.4265555245537,18383956.0,387.2059768006016,3485003.44584438,54017.55341058789,92776.96192697826
104,96,0.336347567,6.85590771,0.422714939,14.87437238,17.74450565,22.27517281,30.91342685,6.577552101,1332.28,4481.091365627601,91339.887238788,5631.7465893092,198168.288344264,236406.49987382,296767.67231306806,411853.40323718,87631.41113120281,7.0,2.0,4.0,1214.50982,2007.0,48.733001708984375,17.451997756958008,4226.820929396826,1053.3874722098126,1053.3874722098126,262.5200322283168,223.5126155721474,223.5126155721474,190.30124633099845,13.0,9.5,6.0,5.0,4.0,134.8197130518933,47.83411706649731,47.83411706649731,22.01229288625999,21.608129743511824,21.608129743511824,21.328855082706728,366866648.5961785,2653195598.730049,163588172.87408337,2648929963.808789,3102041666.484958,3894079415.211709,5334346684.253459,18163048149.959225,18051170798.941,100.61977891774636,Zimbabwe,Lower middle income,ZWE,1235212.74452532,2617295238.4091244,396.138824462891,387.4265555245537,14862927.0,387.2059768006016,3861205.4391390104,59848.68430665466,102792.12505411044
