,Country,Total_Never entered primary,Total_Dropped out of primary,Total_Still attending primary,Total_Did not transition to lower secondary,Total_Dropped out of lower secondary,Total_Still attending lower secondary,Total_Did not transition to upper secondary,Total_population_agerange,Total_Never entered primary_pop,Total_Dropped out of primary_pop,Total_Still attending primary_pop,Total_Did not transition to lower secondary_pop,Total_Dropped out of lower secondary_pop,Total_Still attending lower secondary_pop,Total_Did not transition to upper secondary_pop,primary_dur,lower secondary_dur,upper secondary_dur,Reference area,U.S. dollars,Year,primary_return_rate,secondary_return_rate,increasemental_rate_of_salaries_Never_entered_primary,increasemental_rate_of_Dropped_out_of_primary,increasemental_rate_of_Still_in_primary,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary,increasemental_rate_of_salaries_Still_in_lower_secondary,increasemental_rate_of_Did_not_transition_to_upper_secondary,year_before_work_primary_full,year_before_work_primary_half,year_before_work_LS_full,year_before_work_LS_half,year_before_work_US_full,increasemental_rate_of_salaries_Never_entered_primary_longterm,increasemental_rate_of_salaries_Dropped_out_of_primary_longterm,increasemental_rate_of_salaries_Still_attending_primary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_lower_secondary_longterm,increasemental_rate_of_salaries_Dropped_out_of_lower_secondary_longterm,increasemental_rate_of_salaries_Still_attending_lower_secondary_longterm,increasemental_rate_of_salaries_Did_not_transition_to_upper_secondary_longterm,Total_Never entered primary_return_in_money,Total_Dropped out of primary_return_in_money,Total_Still attending primary_return_in_money,Total_Did not transition to lower secondary_return_in_money,Total_Dropped out of lower secondary_return_in_money,Total_Still attending lower secondary_return_in_money,Total_Did not transition to upper secondary_return_in_money,all_return,GDP_total,%return per GDP
30,Eswatini,0.3,7.4,15.6,3.8,4.8,42.9,0.5,52.267,156.80100000000002,3867.7580000000007,8153.652000000001,1986.146,2508.8160000000003,22422.543,261.33500000000004,7.0,3.0,2.0,Eswatini,31.74,,10.0,10.0,313.84283767210036,224.8214910766528,224.8214910766528,161.05100000000007,139.59645769144723,139.59645769144723,121.00000000000001,12.0,8.5,5.0,3.5,2.0,14.184453409871747,14.818354251859972,14.818354251859972,17.436179011744077,17.603500463804483,17.603500463804483,19.647001898033455,847129.1021677207,21829683.268916793,46019332.2966354,13190178.037330113,16821162.845833287,150339142.93463504,1955609.026920678,251002237.512439,3972728948.47088,6.318131459964084
31,Ethiopia,12.08390197,20.58255365,12.89644674,3.964378397,9.339765013,25.26253573,6.052724954,5161.231,623678.0944852507,1062313.1395754316,665615.4070433694,204610.72678326708,482046.84717811,1303857.8254828362,312395.1166705837,6.0,4.0,2.0,Ethiopia,24.85,2014.0,13.409934043884277,8.821516036987305,353.3419641711474,242.23780652432225,242.23780652432225,166.0690233818157,140.23586181367114,140.23586181367114,118.42122352588287,12.0,9.0,6.0,4.0,2.0,15.538285030367936,15.612886446174679,15.612886446174679,16.155767267925906,17.6504784152758,17.6504784152758,19.417747480469735,2889822801.3938155,4945877931.587911,3098947410.1171527,985742826.8211141,2537192197.9324107,6862689635.65248,1808884029.8110285,23129156833.31591,107645054311.876,21.486502079607543
32,Gabon,1.5,5.6,11.6,1.8,4.4,62.4,0.4,119.009,1785.135,6664.503999999999,13805.043999999998,2142.1620000000003,5236.396000000001,74261.61600000001,476.036,5.0,4.0,3.0,Gabon,256.01,2005.0,5.72796630859375,10.590950012207031,267.2923409267619,232.54757662505133,232.54757662505133,202.31921051939756,165.42378138394523,165.42378138394523,135.25669350483972,12.0,9.5,7.0,5.0,3.0,12.58893624203856,13.79165292994359,13.79165292994359,16.68807843952013,17.72824684136239,17.72824684136239,19.013116840043853,69039601.29966539,282372453.9783083,584914368.9550673,109823889.14557979,285191415.0968625,4044532795.919141,27805537.197912753,5403680061.592538,15316826191.5682,35.2793718098546
33,Georgia,0.23239629,0.060044835,0.0,0.024619424,0.865297061,4.424182647,8.059706559,131.519,305.6452766451,78.97036654365,0.0,32.37922025056,1138.0300416565901,5818.64077550793,10600.04546933121,6.0,3.0,3.0,Georgia,7.1,2013.0,3.2605066299438477,7.170163154602051,183.6744974772254,166.81922751565818,166.81922751565818,151.51071624612192,136.56283167881332,136.56283167881332,123.08968935135141,12.0,9.0,6.0,4.5,3.0,9.722936648290213,12.172291375885614,12.172291375885614,15.271783785332612,15.800559586735433,15.800559586735433,18.029796586251322,253194.77517423662,81898.52655085867,0.0,42130.41600851917,1532024.7784955846,7833098.880471274,16283139.740173224,26025487.116873696,15846489610.8073,0.16423503095047828
34,Ghana,3.124487162,5.078461321,12.39622511,2.42793924,3.520602611,52.35746947,3.63645979,1917.41,59909.2292929042,97374.9252149861,237686.45988165098,46553.54978168401,67504.3865235751,1003907.355364727,69725.843659439,6.0,3.0,4.0,Ghana,72.4,2012.0,2.717116594314575,8.806391716003418,212.04975548128792,195.6632743404397,195.6632743404397,180.54308451678693,159.07401602997015,159.07401602997015,140.15791656395663,13.0,10.0,7.0,5.5,4.0,9.723179946290378,12.261960544766346,12.261960544766346,15.486032105064245,15.731028944849207,15.731028944849207,17.644751664334972,506083138.8066459,1037353708.2118452,2532119331.6000614,626343781.1559341,922590412.5768163,13720520233.916672,1068880466.247482,20413891072.515457,68532281805.6722,29.787263074649097
35,Guinea,36.45937821,10.51295471,5.211449702,3.851929109,3.648125058,24.39502066,0.734434411,884.589,322515.6491140569,92996.44093964192,46099.910804424784,34073.741186012005,32270.912969311623,215795.6693060874,6496.72601192079,6.0,4.0,3.0,,,1994.0,19.46576690673828,6.294070243835449,445.6809947732214,261.39284080265287,261.39284080265287,153.30745089915234,135.68917049636067,135.68917049636067,120.09560449936512,13.0,10.0,7.0,5.0,3.0,17.00291191469603,14.987944529020746,14.987944529020746,13.98261990251103,15.742205806160532,15.742205806160532,17.787818837300897,,,,,,,,0.0,15681050917.1563,0.0
36,Guinea-Bissau,11.42182603,12.17003791,38.74718527,2.943049449,4.082701206,24.29962437,0.111476788,128.067,14627.589941840102,15585.802450199699,49622.357759730905,3769.0751378508303,5228.59295348802,31119.7999419279,142.76497808796,6.0,3.0,3.0,Guinea-Bissau,32.48,,10.0,10.0,313.84283767210036,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871747,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,80869107.2828815,93058399.25689498,296281002.8696567,24722351.46562404,34512953.54986148,205415915.79819673,1048268.5380673083,735907998.7611828,1431758242.90375,51.3989007857002
37,Guyana,0.9,1.2,0.6,0.9,7.7,5.7,7.4,29.302,263.718,351.62399999999997,175.81199999999998,263.718,2256.254,1670.2140000000002,2168.3480000000004,6.0,3.0,2.0,Guyana,170.4,,10.0,10.0,285.3116706110003,214.35888100000017,214.35888100000017,161.05100000000007,139.59645769144723,139.59645769144723,121.00000000000001,11.0,8.0,5.0,3.5,2.0,14.527203171826315,15.77515505510292,15.77515505510292,17.436179011744077,17.603500463804483,17.603500463804483,19.647001898033455,7833802.538615218,11342348.398016095,5671174.199008048,9402469.407934789,81215301.65235008,60120418.10628513,87111623.41296166,262697137.71517104,5471256594.72422,4.801404086375378
38,Haiti,2.026869839,7.52809657,26.82256531,2.064833539,1.577665228,37.46682152,0.565226645,921.408,18675.740846133125,69364.4840437056,247145.26257156482,19025.541415029118,14536.733624010241,345222.29083100165,5208.0435251616,6.0,3.0,4.0,Haiti,160.4,2012.0,13.559033393859863,8.57683277130127,381.49627859467915,260.5105071244671,260.5105071244671,177.89354216571792,157.23688421222886,157.23688421222886,138.97883788124574,13.0,10.0,7.0,5.5,4.0,15.002975897303552,14.95135175038306,14.95135175038306,15.339776858804814,15.619477913050448,15.619477913050448,17.558123037443117,539312964.4862779,1996196221.288471,7112435795.584545,561748183.3426704,437037754.0656884,10378891059.061108,176010389.1295569,21201632366.95832,14508218017.4032,146.13533062107348
39,Honduras,2.0,12.4,1.7,22.9,4.7,13.1,3.6,415.945,8318.9,51577.18,7071.0650000000005,95251.40499999998,19549.415,54488.795000000006,14974.02,6.0,3.0,2.0,,,2011.0,12.121334075927734,10.651333808898926,329.5435426913283,233.80190017118784,233.80190017118784,165.87589026090936,142.51096691926168,142.51096691926168,122.43717673688379,11.0,8.0,5.0,3.5,2.0,16.19485417072345,16.7508445002019,16.7508445002019,17.75844420245867,17.817633698652486,17.817633698652486,19.774767572591667,,,,,,,,0.0,23662231633.9139,0.0
40,India,4.4,2.5,1.3,2.6,3.1,11.9,3.9,101375.691,4460530.404000001,2534392.2750000004,1317883.9830000002,2635767.9660000005,3142646.4210000006,12063707.229000002,3953651.949,5.0,3.0,4.0,India,51.03,2009.0,5.767566680908203,5.976767063140869,198.7180112290151,172.72529762152635,172.72529762152635,150.1324829789196,137.61274791921937,137.61274791921937,126.13704918566917,12.0,9.5,7.0,5.5,4.0,10.238552724028837,11.310660231490957,11.310660231490957,13.807361063997998,14.427896214609156,14.427896214609156,16.614618131582688,27966098914.973106,17553697382.464024,9127922638.881294,22285617472.334236,27765490197.161873,106583655918.13748,40224959253.23627,251507441777.1883,2660245248867.63,9.45429530921053
41,Indonesia,0.8,3.1,0.1,8.0,5.7,4.3,9.3,14035.824,112286.59200000002,435110.544,14035.824000000002,1122865.92,800041.9680000001,603540.432,1305331.6320000002,6.0,3.0,3.0,Indonesia,111.04,2010.0,12.72499942779541,10.034116744995117,364.1544493748775,254.22888654663655,254.22888654663655,177.48602788100786,153.77053576787623,153.77053576787623,133.22388219872886,12.0,9.0,6.0,4.5,3.0,15.908882703339524,16.159919436646124,16.159919436646124,16.84901019128989,16.94990055412503,16.94990055412503,18.848827874229354,2380281272.778826,9369135029.626055,302230162.24600184,25209428073.01493,18069270656.5021,13631204179.466497,32784299611.67289,101745848985.30731,1058423838345.14,9.612958939434728
42,Iraq,4.908527203,14.88281453,1.820452872,8.11244046,9.606018934,25.63202374,1.209188411,2532.631,124314.88158661092,376926.77445928426,46105.35377666231,205458.18194650262,243285.0133883535,649164.5791665993,30624.28054539341,6.0,3.0,3.0,Iraq,338.41,2006.0,7.686399936676025,1.1626167297363281,167.14195475095008,133.84523115337913,133.84523115337913,107.18162252676211,105.33925568675302,105.33925568675302,103.52855766732294,12.0,9.0,6.0,4.5,3.0,9.156284139896748,10.668017882231576,10.668017882231576,12.580111856652927,13.71506724851662,13.71506724851662,16.448893289979047,4622392458.604324,16329209351.752068,1997374623.057021,10496206769.609192,13549951232.554432,36155734655.007034,2045629659.1415954,85196498749.72568,166756984395.973,51.090213137593224
43,Jamaica,0.6,0.1,0.1,0.1,1.3,16.8,3.7,93.406,560.436,93.406,93.406,93.406,1214.2780000000002,15692.208000000002,3456.022000000001,6.0,3.0,2.0,Jamaica,235.2,2002.0,9.286799430847168,1.234066367149353,181.1505488223747,138.78308331268553,138.78308331268553,106.32451482474798,104.38627177488016,104.38627177488016,102.483361932284,11.0,8.0,5.0,3.5,2.0,10.60007120504932,11.98261093120882,11.98261093120882,13.780874905652723,15.016556858356282,15.016556858356282,18.0008642362162,16766923.034176014,3158964.868342122,3158964.868342122,3633039.571416913,51464416.71246949,665078615.9765286,175585406.86940792,918846331.9006832,13812425036.5864,6.652317239491544
44,Jordan,1.355486567,1.955031715,0.466872438,1.649786193,7.056153032,8.375706294,4.240015228,420.013,5693.21979465371,8211.38735712295,1960.92493301694,6929.316482805089,29636.760034294155,35179.05527661822,17808.615159579636,6.0,4.0,2.0,Jordan,211.27,2002.0,10.340332984924316,4.238316059112549,231.51016396403978,172.3325014057929,172.3325014057929,128.28158613973704,118.061839994607,118.061839994607,108.65626534839443,12.0,9.0,6.0,4.0,2.0,11.362502978419617,12.423806893903684,12.423806893903684,13.861306101515275,16.02132075936842,16.02132075936842,18.54963819609266,164002715.5388997,258636795.32560742,61763904.01430053,243508222.14601886,1203782755.111175,1428899111.5794344,837499720.246877,4198093223.9623127,43697659295.7747,9.607135237031434
45,Kazakhstan,0.157539566,0.0,0.0,0.0,0.0,0.0,0.0,447.082,704.3310424641201,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,Kazakhstan,102.92,,10.0,10.0,285.3116706110002,235.79476910000014,235.79476910000014,194.8717100000001,153.55610346059194,153.55610346059194,121.00000000000001,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.647001898033455,12636880.068720277,0.0,0.0,0.0,0.0,0.0,0.0,12636880.068720277,171082379532.988,0.007386429919443364
46,Kenya,2.2,2.9,13.3,1.7,2.1,32.4,4.7,4999.11,109980.42000000001,144974.19,664881.63,84984.87,104981.31,1619711.64,234958.16999999998,6.0,2.0,4.0,Kenya,159.36,2005.0,17.550132751464844,15.862601280212402,638.2611234508663,392.94251506336377,392.94251506336377,241.9132459603863,208.79321134463552,208.79321134463552,180.20759851547913,12.0,9.0,6.0,5.0,4.0,25.303882432310004,22.488034242438633,22.488034242438633,20.761044473900345,20.624987878293457,20.624987878293457,20.587260087046158,5321855790.84659,6234516116.724184,28592780811.183323,3374048960.670575,4140628402.9681506,63883981074.36574,9250169041.046286,120797980197.80484,101013726529.063,119.58570814932725
47,Kiribati,1.168022408,2.620713075,0.207148179,5.074869665,8.265644838,9.994878666,8.705849001,8.16,95.31062849279999,213.85018692,16.903291406399997,414.10936466399994,674.4766187808,815.5820991456,710.3972784816001,6.0,3.0,4.0,,,,10.0,10.0,345.2271214393104,259.3742460100002,259.3742460100002,194.87171000000012,168.91171380665116,168.91171380665116,146.41000000000005,13.0,10.0,7.0,5.5,4.0,13.872862717185765,14.904227909976346,14.904227909976346,16.276974981580615,16.328376030624668,16.328376030624668,18.104101333885886,,,,,,,,0.0,197508774.344505,0.0
48,Kyrgyzstan,0.449410302,0.19385447,0.0,0.0,0.425818863,2.526327457,12.36189111,199.191,895.18487465682,386.14065733769996,0.0,0.0,848.1928513983299,5032.21692487287,24623.774520920102,4.0,5.0,2.0,Kyrgyzstan,23.97,,10.0,10.0,285.3116706110002,235.79476910000014,235.79476910000014,194.8717100000001,153.55610346059194,153.55610346059194,121.00000000000001,11.0,9.0,7.0,4.5,2.0,14.527203171826311,15.31895512194138,15.31895512194138,16.27697498158061,16.935578141662667,16.935578141662667,19.647001898033455,3740623.742821648,1701468.6656436082,0.0,0.0,4131843.989375092,24513688.39054627,139155441.2836786,173243066.0720652,,
49,Lao People's Democratic Republic,4.573769586,8.570702792,1.050972493,9.213757422,11.48395388,22.66174967,3.574342804,429.017,19622.24906476962,36769.77199715464,4508.85066029381,39528.58567914174,49268.1144173596,97222.7585817439,15334.53826743668,5.0,4.0,3.0,Lao People's Democratic Republic,126.74,,10.0,10.0,313.8428376721003,247.303640184318,247.303640184318,194.87171000000012,161.05100000000007,161.05100000000007,133.10000000000005,12.0,9.5,7.0,5.0,3.0,14.184453409871745,14.403627039894937,14.403627039894937,16.276974981580615,17.436179011744077,17.436179011744077,18.838815888241864,423307865.209646,805485548.8395884,98771731.54686792,978543013.3422546,1306508409.022346,2578185772.635163,439358723.98816055,6630161064.584025,,
50,Lebanon,1.9,12.4,0.0,8.0,16.5,11.4,9.9,342.864,6514.416,42515.136,0.0,27429.12,56572.56,39086.496,33943.536,6.0,3.0,3.0,Lebanon,447.76,,10.0,10.0,313.84283767210036,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871747,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,496494719.1154518,3499445679.155857,0.0,2480253828.9454384,5147927224.387369,3556749718.6676373,3435873958.6594515,18616745128.931206,31735217784.5445,58.66273001598188
51,Lesotho,1.26050344,11.29450431,5.077054755,10.46204682,11.64626368,38.18589805,1.114153123,87.568,1103.7976523391999,9890.371534180798,4445.8753078583995,9161.405159337599,10198.4001793024,33438.627204424,975.64160674864,7.0,3.0,2.0,Lesotho,110.71,,10.0,10.0,313.84283767210036,224.8214910766528,224.8214910766528,161.05100000000007,139.59645769144723,139.59645769144723,121.00000000000001,12.0,8.5,5.0,3.5,2.0,14.184453409871747,14.818354251859972,14.818354251859972,17.436179011744077,17.603500463804483,17.603500463804483,19.647001898033455,20800327.262563657,194706601.30805135,87523635.28921716,212217652.42271492,238505930.47834605,782015880.4412808,25465645.944356553,1561235673.1465304,1875227642.47384,83.2557945384655
52,Liberia,9.284451847,7.993616554,39.85185874,0.564388556,1.776378409,29.12589319,0.526631668,341.131,31672.143430189568,27268.704086825735,135947.04423834936,1925.30432496836,6059.777430405789,99357.45069797889,1796.5038753650801,6.0,3.0,3.0,,,2010.0,12.807833671569824,6.774719715118408,305.3839413407069,212.7298423063027,212.7298423063027,148.18718236783778,134.30988595174986,134.30988595174986,121.73215777592942,12.0,9.0,6.0,4.5,3.0,13.894524939473396,14.266733315775333,14.266733315775333,15.069978106632567,15.650080312567455,15.650080312567455,17.92008278354067,,,,,,,,0.0,3201187800.0,0.0
53,Madagascar,12.46629275,24.4165597,3.698736678,13.50384081,12.26570469,18.47112058,3.294681059,1845.062,230010.83033900496,450500.664732014,68243.98492584037,249154.2353258022,226309.85626740777,340803.62679575954,60788.90824080658,5.0,4.0,3.0,Madagascar,48.95,2010.0,2.7690868377685547,10.3333740234375,228.1711769038949,213.11034812399913,213.11034812399913,199.0436351067305,163.50630193745613,163.50630193745613,134.31381897204193,12.0,9.5,7.0,5.0,3.0,11.248059276416212,12.985538171486725,12.985538171486725,16.5072660481169,17.60017410890657,17.60017410890657,18.936915039404266,1519706861.6037316,3436286227.80984,520544993.35983527,2415891173.5787053,2339668753.5226617,3523344541.2075534,676188089.0938295,14431630640.176159,13056079982.3887,110.53570949046676
54,Malawi,2.23232304,15.18177347,17.9710741,4.02785625,6.023283394,43.36153482,0.630120149,883.0,19711.412443199995,134055.05974009997,158684.58430299998,35565.970687500005,53185.59236902,382882.3524606,5563.96091567,6.0,4.0,2.0,Malawi,22.62,,10.0,10.0,313.84283767210025,235.7947691000002,235.7947691000002,177.1561000000001,146.41000000000005,146.41000000000005,121.00000000000001,12.0,9.0,6.0,4.0,2.0,14.184453409871738,15.318955121941382,15.318955121941382,16.828976900706074,18.104101333885886,18.104101333885886,19.647001898033455,75893432.77017924,557424690.0468959,659838616.9967203,162467398.7855819,261363428.90230334,1881551752.0412757,29672504.498069048,3628211824.041025,12182348212.7073,29.782532568363703
55,Maldives,0.50887708,0.68920772,0.54705597,1.409422997,1.964223999,30.3880565,10.79485305,9.384,47.753025187199995,64.67525244480001,51.3357322248,132.26025403848,184.32278006616002,2851.61522196,1012.989010212,7.0,3.0,2.0,Maldives,242.19,2004.0,2.76391339302063,3.485943078994751,143.64524358682803,130.57169128796133,130.57169128796133,118.6879992687905,112.74174858226603,112.74174858226603,107.0934041494894,12.0,8.5,5.0,3.5,2.0,8.350934924074933,10.518679015451047,10.518679015451047,14.606659629615622,15.630445900253305,15.630445900253305,18.41069911491053,1158973.3302296638,1977137.1128853988,1569344.9590386497,5614585.698096374,8373129.978504179,129538762.88965389,54201645.00308706,202433578.9714952,3742769967.42798,5.408656709688385
56,Mali,36.31037784,14.26314491,2.259324129,4.556967743,6.90863752,20.84258826,2.28076532,1349.083,489857.13467520726,192421.6632461753,30480.15773923707,61477.277136296696,93203.2543139416,281183.8149756558,30769.417202015604,6.0,3.0,3.0,Mali,67.5,1994.0,21.231966018676758,12.40451717376709,640.3323981587861,359.3801051002203,359.3801051002203,201.69846210064554,169.2493229823578,169.2493229823578,142.0205837548366,12.0,9.0,6.0,4.5,3.0,25.374875323618227,20.95691732424603,20.95691732424603,18.31919430844317,17.98376330414856,17.98376330414856,19.559764987225172,10068351612.20228,3266377559.315645,517403818.07464695,912233490.1852022,1357677664.454214,4095961970.5185547,487492481.1049,20705498595.855442,17465392915.9153,118.55157622584949
57,Mauritania,16.07514036,24.05459948,0.0,5.608666111,3.484146314,31.24091584,0.87407865,281.848,45307.461601852796,67797.4075423904,0.0,15807.91326053128,9819.996703082721,88051.8964767232,2463.573193452,6.0,4.0,3.0,Mauritania,1067.17,2000.0,11.945899963378906,6.230932712554932,300.47345789732793,214.1812942803634,214.1812942803634,152.67114486793272,135.28665943599745,135.28665943599745,119.88172511042615,13.0,10.0,7.0,5.0,3.0,12.478380214857623,13.029953222846085,13.029953222846085,13.947495687472598,15.715321193947977,15.715321193947977,17.770533404308566,7240070572.150088,11312817944.192417,0.0,2823485970.0180283,1976284468.9893932,17720535019.87251,560635749.7396914,41633829724.962135,7913680231.1828,526.0994696362584
58,Moldova,2.2,0.2,0.1,0.2,1.8,6.6,14.6,79.5,1749.0,159.0,79.5,159.0,1431.0000000000002,5247.0,11607.0,6.0,3.0,3.0,,,,10.0,10.0,313.84283767210036,235.7947691000002,235.7947691000002,177.1561000000001,153.55610346059197,153.55610346059197,133.10000000000005,12.0,9.0,6.0,4.5,3.0,14.184453409871747,15.318955121941382,15.318955121941382,16.828976900706074,16.935578141662667,16.935578141662667,18.838815888241864,,,,,,,,0.0,11915547262.6561,0.0
59,Mongolia,0.759262433,0.754787511,0.0,0.414134545,1.07704934,5.609804531,5.190751948,91.423,694.14049412159,690.04938618153,0.0,378.61422507535,984.6708181082001,5128.651596376129,4745.541153420039,5.0,4.0,3.0,Mongolia,149.29,2011.0,13.721932411193848,4.188283920288086,253.48563206261792,183.79884203495607,183.79884203495607,133.26993746551145,122.7706129820876,122.7706129820876,113.09845039807375,12.0,9.5,7.0,5.0,3.0,12.115711624382408,11.76991025160623,11.76991025160623,12.876545315523835,14.879346512794958,14.879346512794958,17.22231863199895,15066357.644873763,14550076.919343222,0.0,8733900.735024486,26247436.22585731,136709602.05680814,146416266.31588176,347723639.89778864,13312981594.573,2.611914073700344
60,Montenegro,2.394414252,0.505478551,1.085280729,0.442186925,0.884685768,4.441617949,0.797628424,31.196,746.96147005392,157.68908876996002,338.56417621884,137.94463312300002,275.98657218528,1385.6071353700404,248.82816315103997,5.0,4.0,4.0,Montenegro,378.44,,10.0,10.0,345.2271214393103,272.0340042027498,272.0340042027498,214.3588810000001,177.1561000000001,177.1561000000001,146.41000000000005,13.0,10.5,8.0,6.0,4.0,13.872862717185763,14.026602301744907,14.026602301744907,15.775155055102912,16.828976900706074,16.828976900706074,18.104101333885886,47058986.430276476,10044594.453106973,21566107.541083954,9882270.218877094,21092300.33458823,105895158.64327298,20457604.8302254,235997022.45143113,4769860740.74074,4.947671122465134
61,Mozambique,8.9,31.0,16.6,7.5,3.4,28.8,0.7,1443.972,128513.508,447631.32,239699.352,108297.9,49095.048,415863.93600000005,10107.803999999998,7.0,3.0,2.0,Mozambique,111.91,2008.0,20.178565979003906,13.291718482971191,675.7404943977031,355.1283829881408,355.1283829881408,186.63402511666953,154.7724209155659,154.7724209155659,128.35013476824798,12.0,8.5,5.0,3.5,2.0,26.588486979333563,20.76295378991082,20.76295378991082,19.144926366077886,18.718500569517598,18.718500569517598,20.300432267909343,4588730424.553131,12481297785.546154,6683533652.90536,2784350327.812775,1234124254.6881113,10453758392.652239,275557502.19046575,38501352340.348236,14019446610.1963,274.628189049533
